Year,Month,Product Name,Country Name,Month number,Value,Feature,Unit
2011,September,BUTTERFISH FROZEN,ECUADOR,9,44378,IMP Value,USD
2011,September,BUTTERFISH FROZEN,CHINA,9,242700,IMP Value,USD
2011,September,SABLEFISH FROZEN,CANADA,9,111193,EXP Value,USD
2011,September,SABLEFISH FROZEN,CANADA,9,104625,IMP Value,USD
2011,September,SABLEFISH FROZEN,CANADA,9,3097,EXP Value,USD
2011,September,SABLEFISH FROZEN,UNITED KINGDOM,9,66000,EXP Value,USD
2011,September,SABLEFISH FROZEN,FRANCE,9,368054,EXP Value,USD
2011,September,SABLEFISH FROZEN,RUSSIAN FEDERATION,9,740291,EXP Value,USD
2011,September,SABLEFISH FROZEN,THAILAND,9,232584,EXP Value,USD
2011,September,SABLEFISH FROZEN,CHINA,9,88000,EXP Value,USD
2011,September,SABLEFISH FROZEN,CHINA,9,344485,EXP Value,USD
2011,September,SABLEFISH FROZEN,CHINA - HONG KONG,9,13608,EXP Value,USD
2011,September,SABLEFISH FROZEN,JAPAN,9,211258,EXP Value,USD
2011,September,SABLEFISH FROZEN,JAPAN,9,325220,EXP Value,USD
2011,September,SABLEFISH FROZEN,JAPAN,9,6511798,EXP Value,USD
2011,September,SABLEFISH FROZEN,JAPAN,9,938588,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,BAHAMAS,9,17996,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,TURKS & CAICOS IS.,9,7041,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,CURACO,9,3231,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,UNITED KINGDOM,9,80343,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,UNITED KINGDOM,9,29434,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,BELGIUM,9,64500,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,FRANCE,9,85896,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,FRANCE,9,66204,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,CHINA,9,712042,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,SOUTH KOREA,9,3677637,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,CHINA - HONG KONG,9,21087,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,JAPAN,9,215435,EXP Value,USD
2011,September,SCORPIONFISH (SCORPAENIDAE) FROZEN,JAPAN,9,30736,EXP Value,USD
2011,September,WHITEFISH FILLET FRESH,CANADA,9,182679,IMP Value,USD
2011,September,WHITEFISH FILLET FRESH,CANADA,9,165583,IMP Value,USD
2011,September,WHITEFISH FILLET FRESH,CHINA,9,78260,IMP Value,USD
2011,September,WOLFFISH FILLET FROZEN,GUYANA,9,7461,IMP Value,USD
2011,September,CRAWFISH FRESHWATER FROZEN,SPAIN,9,280800,IMP Value,USD
2011,September,CRAWFISH FRESHWATER FROZEN,CHINA,9,124401,IMP Value,USD
2011,September,CRAWFISH FRESHWATER FROZEN,CHINA,9,121498,IMP Value,USD
2011,September,CRAWFISH FRESHWATER FROZEN,CHINA,9,258618,IMP Value,USD
2011,September,CRAWFISH FRESHWATER PEELED,CANADA,9,114760,IMP Value,USD
2011,September,CRAWFISH FRESHWATER PEELED,SPAIN,9,271544,IMP Value,USD
2011,September,CRAWFISH FRESHWATER PEELED,CHINA,9,630195,IMP Value,USD
2011,September,CRAWFISH FRESHWATER PEELED,JAPAN,9,14033,IMP Value,USD
2011,September,CRAWFISH FRESHWATER PEELED,JAPAN,9,37655,IMP Value,USD
2011,October,SABLEFISH FRESH,NETHERLANDS,10,80000,EXP Value,USD
2011,October,SABLEFISH FRESH,RUSSIAN FEDERATION,10,469039,EXP Value,USD
2011,October,SABLEFISH FRESH,CHINA,10,27586,EXP Value,USD
2011,October,SABLEFISH FRESH,CHINA - HONG KONG,10,838922,EXP Value,USD
2011,October,SABLEFISH FRESH,JAPAN,10,397435,EXP Value,USD
2011,October,SABLEFISH FRESH,JAPAN,10,432075,EXP Value,USD
2011,October,MONKFISH FRESH,CANADA,10,21754,EXP Value,USD
2011,October,MONKFISH FRESH,CANADA,10,3129,EXP Value,USD
2011,October,MONKFISH FRESH,CANADA,10,49051,EXP Value,USD
2011,October,MONKFISH FRESH,FRANCE,10,25000,EXP Value,USD
2011,October,MONKFISH FRESH,ITALY,10,10709,EXP Value,USD
2011,October,MONKFISH FRESH,SOUTH KOREA,10,25000,EXP Value,USD
2011,October,MONKFISH FRESH,CHINA - HONG KONG,10,2643,EXP Value,USD
2011,October,MONKFISH FRESH,JAPAN,10,6600,EXP Value,USD
2011,October,WHITEFISH FRESH,CANADA,10,30039,IMP Value,USD
2011,October,WHITEFISH FRESH,CANADA,10,108330,IMP Value,USD
2011,October,WHITEFISH FRESH,CANADA,10,44472,IMP Value,USD
2011,October,WHITEFISH FRESH,CANADA,10,588741,IMP Value,USD
2011,October,SABLEFISH FRESH,CANADA,10,21376,IMP Value,USD
2011,October,MONKFISH FRESH,ICELAND,10,110392,IMP Value,USD
2011,October,WHITEFISH FROZEN,CANADA,10,86331,IMP Value,USD
2011,October,WHITEFISH FROZEN,CANADA,10,37218,IMP Value,USD
2011,October,MONKFISH FROZEN,CHINA,10,4922,IMP Value,USD
2011,October,MONKFISH FROZEN,CHINA,10,2781,IMP Value,USD
2011,October,MONKFISH FROZEN,SOUTH KOREA,10,394000,EXP Value,USD
2011,October,BUTTERFISH FROZEN,GUYANA,10,14013,IMP Value,USD
2011,October,BUTTERFISH FROZEN,SURINAME,10,2792,IMP Value,USD
2011,October,BUTTERFISH FROZEN,ECUADOR,10,183701,IMP Value,USD
2011,October,BUTTERFISH FROZEN,SOUTH KOREA,10,150846,IMP Value,USD
2011,October,BUTTERFISH FROZEN,SOUTH KOREA,10,59700,EXP Value,USD
2011,October,SABLEFISH FROZEN,CANADA,10,48454,EXP Value,USD
2011,October,SABLEFISH FROZEN,CANADA,10,62022,IMP Value,USD
2011,October,SABLEFISH FROZEN,GERMANY,10,132283,EXP Value,USD
2011,October,SABLEFISH FROZEN,RUSSIAN FEDERATION,10,404619,EXP Value,USD
2011,October,SABLEFISH FROZEN,ISRAEL,10,11500,EXP Value,USD
2011,October,SABLEFISH FROZEN,UNITED ARAB EMIRATES,10,235600,EXP Value,USD
2011,October,SABLEFISH FROZEN,SINGAPORE,10,196500,EXP Value,USD
2011,October,SABLEFISH FROZEN,CHINA,10,238097,EXP Value,USD
2011,October,SABLEFISH FROZEN,CHINA,10,584380,EXP Value,USD
2011,October,SABLEFISH FROZEN,CHINA - HONG KONG,10,41800,EXP Value,USD
2011,October,SABLEFISH FROZEN,CHINA - HONG KONG,10,72000,EXP Value,USD
2011,October,SABLEFISH FROZEN,JAPAN,10,455892,EXP Value,USD
2011,October,SABLEFISH FROZEN,JAPAN,10,5055816,EXP Value,USD
2011,October,SABLEFISH FROZEN,JAPAN,10,2627763,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,BAHAMAS,10,3441,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,BAHAMAS,10,2685,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,DOMINICAN REPUBLIC,10,38086,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,ARUBA,10,92000,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,MARTINIQUE,10,72394,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,UNITED KINGDOM,10,74995,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,BELGIUM,10,299980,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,FRANCE,10,85895,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,FRANCE,10,236441,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,RUSSIAN FEDERATION,10,228676,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,SOUTH KOREA,10,179000,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,JAPAN,10,11468,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,JAPAN,10,605469,EXP Value,USD
2011,October,SCORPIONFISH (SCORPAENIDAE) FROZEN,PALAU,10,3841,EXP Value,USD
2011,October,WHITEFISH FILLET FRESH,CANADA,10,37326,IMP Value,USD
2011,October,WHITEFISH FILLET FRESH,CANADA,10,148137,IMP Value,USD
2011,October,WHITEFISH FILLET FRESH,CANADA,10,143534,IMP Value,USD
2011,October,WOLFFISH FILLET BLOCKS FROZEN > 4.5KG,PORTUGAL,10,2259,IMP Value,USD
2011,October,WOLFFISH FILLET FROZEN,GUYANA,10,3800,IMP Value,USD
2011,October,CRAWFISH FRESHWATER FROZEN,SPAIN,10,278537,IMP Value,USD
2011,October,CRAWFISH FRESHWATER FROZEN,CHINA,10,41797,IMP Value,USD
2011,October,CRAWFISH FRESHWATER FROZEN,CHINA,10,140112,IMP Value,USD
2011,October,CRAWFISH FRESHWATER PEELED,CANADA,10,58135,IMP Value,USD
2011,October,CRAWFISH FRESHWATER PEELED,SPAIN,10,275184,IMP Value,USD
2011,October,CRAWFISH FRESHWATER PEELED,CHINA,10,241560,IMP Value,USD
2011,October,CRAWFISH FRESHWATER PEELED,CHINA,10,2377182,IMP Value,USD
2011,October,CRAWFISH FRESHWATER PEELED,JAPAN,10,103107,IMP Value,USD
2011,October,CRAWFISH FRESHWATER PEELED,JAPAN,10,6602,IMP Value,USD
2011,November,SABLEFISH FRESH,SWITZERLAND,11,8308,EXP Value,USD
2011,November,SABLEFISH FRESH,JAPAN,11,49000,EXP Value,USD
2011,November,SABLEFISH FRESH,JAPAN,11,200742,EXP Value,USD
2011,November,SABLEFISH FRESH,JAPAN,11,63276,EXP Value,USD
2011,November,MONKFISH FRESH,CANADA,11,10053,EXP Value,USD
2011,November,MONKFISH FRESH,CANADA,11,35426,EXP Value,USD
2011,November,MONKFISH FRESH,NETHERLANDS,11,3786,EXP Value,USD
2011,November,MONKFISH FRESH,ITALY,11,6696,EXP Value,USD
2011,November,MONKFISH FRESH,ITALY,11,5022,EXP Value,USD
2011,November,MONKFISH FRESH,SOUTH KOREA,11,25000,EXP Value,USD
2011,November,MONKFISH FRESH,SOUTH KOREA,11,38080,EXP Value,USD
2011,November,MONKFISH FRESH,CHINA - HONG KONG,11,9683,EXP Value,USD
2011,November,MONKFISH FRESH,JAPAN,11,33400,EXP Value,USD
2011,November,MONKFISH FRESH,JAPAN,11,4245,EXP Value,USD
2011,November,WHITEFISH FRESH,CANADA,11,10478,IMP Value,USD
2011,November,WHITEFISH FRESH,CANADA,11,63210,IMP Value,USD
2011,November,WHITEFISH FRESH,CANADA,11,34179,IMP Value,USD
2011,November,WHITEFISH FRESH,CANADA,11,797292,IMP Value,USD
2011,November,SABLEFISH FRESH,CANADA,11,33622,IMP Value,USD
2011,November,WHITEFISH FROZEN,CANADA,11,79429,IMP Value,USD
2011,November,WHITEFISH FROZEN,CANADA,11,23925,IMP Value,USD
2011,November,WHITEFISH FROZEN,CANADA,11,438682,IMP Value,USD
2011,November,MONKFISH FROZEN,CANADA,11,19097,IMP Value,USD
2011,November,MONKFISH FROZEN,BELGIUM,11,65000,EXP Value,USD
2011,November,MONKFISH FROZEN,FRANCE,11,76865,EXP Value,USD
2011,November,MONKFISH FROZEN,CHINA,11,2580,IMP Value,USD
2011,November,MONKFISH FROZEN,SOUTH KOREA,11,431357,EXP Value,USD
2011,November,MONKFISH FROZEN,SOUTH KOREA,11,439584,EXP Value,USD
2011,November,MONKFISH FROZEN,SOUTH KOREA,11,5313,IMP Value,USD
2011,November,MONKFISH FROZEN,JAPAN,11,10920,EXP Value,USD
2011,November,MONKFISH FROZEN,JAPAN,11,4200,EXP Value,USD
2011,November,MONKFISH FROZEN,JAPAN,11,2730,EXP Value,USD
2011,November,BUTTERFISH FROZEN,GUYANA,11,58511,IMP Value,USD
2011,November,BUTTERFISH FROZEN,ECUADOR,11,8105,IMP Value,USD
2011,November,BUTTERFISH FROZEN,CHINA,11,139881,IMP Value,USD
2011,November,SABLEFISH FROZEN,CANADA,11,85815,EXP Value,USD
2011,November,SABLEFISH FROZEN,CANADA,11,102800,IMP Value,USD
2011,November,SABLEFISH FROZEN,RUSSIAN FEDERATION,11,594013,EXP Value,USD
2011,November,SABLEFISH FROZEN,THAILAND,11,79560,EXP Value,USD
2011,November,SABLEFISH FROZEN,CHINA,11,599222,EXP Value,USD
2011,November,SABLEFISH FROZEN,CHINA - HONG KONG,11,464256,EXP Value,USD
2011,November,SABLEFISH FROZEN,JAPAN,11,837099,EXP Value,USD
2011,November,SABLEFISH FROZEN,JAPAN,11,4215439,EXP Value,USD
2011,November,SABLEFISH FROZEN,JAPAN,11,251662,EXP Value,USD
2011,November,SABLEFISH FROZEN,AUSTRALIA,11,228850,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,BAHAMAS,11,18020,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,BAHAMAS,11,3980,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,DOMINICAN REPUBLIC,11,3812,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,ST.LUCIA,11,5423,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,ARUBA,11,2616,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,COLOMBIA,11,2544,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,URUGUAY,11,18922,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,BELGIUM,11,136490,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,BELGIUM,11,28183,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,FRANCE,11,114075,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,FRANCE,11,185653,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,SWITZERLAND,11,7211,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,CHINA,11,5574,EXP Value,USD
2011,November,SCORPIONFISH (SCORPAENIDAE) FROZEN,MOROCCO,11,54013,EXP Value,USD
2011,November,WHITEFISH FILLET FRESH,CANADA,11,89233,IMP Value,USD
2011,November,WHITEFISH FILLET FRESH,CANADA,11,140717,IMP Value,USD
2011,November,WHITEFISH MEAT FROZEN > 6.8KG,CHINA,11,8571,IMP Value,USD
2011,November,CRAWFISH FRESHWATER FROZEN,GERMANY,11,12163,EXP Value,USD
2011,November,CRAWFISH FRESHWATER FROZEN,CHINA,11,53900,IMP Value,USD
2011,November,CRAWFISH FRESHWATER FROZEN,JAPAN,11,102000,IMP Value,USD
2011,November,CRAWFISH FRESHWATER PEELED,SPAIN,11,275184,IMP Value,USD
2011,November,CRAWFISH FRESHWATER PEELED,CHINA,11,241560,IMP Value,USD
2011,November,CRAWFISH FRESHWATER PEELED,CHINA,11,528768,IMP Value,USD
2011,November,CRAWFISH FRESHWATER PEELED,CHINA,11,1065487,IMP Value,USD
2011,November,CRAWFISH FRESHWATER PEELED,JAPAN,11,16469,IMP Value,USD
2011,November,CRAWFISH FRESHWATER PEELED,JAPAN,11,123540,IMP Value,USD
2011,December,SABLEFISH FRESH,CHINA - HONG KONG,12,207892,EXP Value,USD
2011,December,MONKFISH FRESH,CANADA,12,7040,EXP Value,USD
2011,December,MONKFISH FRESH,CANADA,12,15535,EXP Value,USD
2011,December,MONKFISH FRESH,CANADA,12,40467,EXP Value,USD
2011,December,MONKFISH FRESH,UNITED KINGDOM,12,31710,EXP Value,USD
2011,December,MONKFISH FRESH,NETHERLANDS,12,17459,EXP Value,USD
2011,December,MONKFISH FRESH,FRANCE,12,165205,EXP Value,USD
2011,December,MONKFISH FRESH,FRANCE,12,89928,EXP Value,USD
2011,December,MONKFISH FRESH,FRANCE,12,650171,EXP Value,USD
2011,December,MONKFISH FRESH,SPAIN,12,18768,EXP Value,USD
2011,December,MONKFISH FRESH,SPAIN,12,18236,EXP Value,USD
2011,December,MONKFISH FRESH,ITALY,12,72272,EXP Value,USD
2011,December,MONKFISH FRESH,ITALY,12,71723,EXP Value,USD
2011,December,MONKFISH FRESH,SOUTH KOREA,12,134080,EXP Value,USD
2011,December,MONKFISH FRESH,JAPAN,12,38200,EXP Value,USD
2011,December,MONKFISH FRESH,JAPAN,12,18843,EXP Value,USD
2011,December,WHITEFISH FRESH,CANADA,12,3390,IMP Value,USD
2011,December,WHITEFISH FRESH,CANADA,12,23388,IMP Value,USD
2011,December,WHITEFISH FRESH,CANADA,12,670820,IMP Value,USD
2011,December,SABLEFISH FRESH,CANADA,12,17865,IMP Value,USD
2011,December,WHITEFISH FROZEN,CANADA,12,20222,IMP Value,USD
2011,December,WHITEFISH FROZEN,CANADA,12,165464,IMP Value,USD
2011,December,MONKFISH FROZEN,FRANCE,12,76865,EXP Value,USD
2011,December,MONKFISH FROZEN,CHINA,12,7720,IMP Value,USD
2011,December,MONKFISH FROZEN,SOUTH KOREA,12,391727,EXP Value,USD
2011,December,MONKFISH FROZEN,SOUTH KOREA,12,540160,EXP Value,USD
2011,December,MONKFISH FROZEN,JAPAN,12,3600,EXP Value,USD
2011,December,MONKFISH FROZEN,JAPAN,12,5880,EXP Value,USD
2011,December,BUTTERFISH FROZEN,GUYANA,12,5040,IMP Value,USD
2011,December,BUTTERFISH FROZEN,SURINAME,12,27653,IMP Value,USD
2011,December,BUTTERFISH FROZEN,SURINAME,12,19959,IMP Value,USD
2011,December,BUTTERFISH FROZEN,ECUADOR,12,38450,IMP Value,USD
2011,December,BUTTERFISH FROZEN,ECUADOR,12,45977,IMP Value,USD
2011,December,BUTTERFISH FROZEN,ECUADOR,12,38329,IMP Value,USD
2011,December,BUTTERFISH FROZEN,SAUDI ARABIA,12,227463,EXP Value,USD
2011,December,BUTTERFISH FROZEN,CHINA,12,355640,IMP Value,USD
2011,December,BUTTERFISH FROZEN,SOUTH KOREA,12,61404,IMP Value,USD
2011,December,SABLEFISH FROZEN,CANADA,12,189443,EXP Value,USD
2011,December,SABLEFISH FROZEN,CANADA,12,103067,IMP Value,USD
2011,December,SABLEFISH FROZEN,CANADA,12,2503,EXP Value,USD
2011,December,SABLEFISH FROZEN,BAHAMAS,12,16012,EXP Value,USD
2011,December,SABLEFISH FROZEN,UNITED KINGDOM,12,12000,EXP Value,USD
2011,December,SABLEFISH FROZEN,FRANCE,12,455730,EXP Value,USD
2011,December,SABLEFISH FROZEN,RUSSIAN FEDERATION,12,220620,EXP Value,USD
2011,December,SABLEFISH FROZEN,SINGAPORE,12,244216,EXP Value,USD
2011,December,SABLEFISH FROZEN,INDONESIA,12,143000,EXP Value,USD
2011,December,SABLEFISH FROZEN,CHINA,12,213900,EXP Value,USD
2011,December,SABLEFISH FROZEN,CHINA,12,658536,EXP Value,USD
2011,December,SABLEFISH FROZEN,CHINA - HONG KONG,12,16500,EXP Value,USD
2011,December,SABLEFISH FROZEN,CHINA - HONG KONG,12,172125,EXP Value,USD
2011,December,SABLEFISH FROZEN,JAPAN,12,339752,EXP Value,USD
2011,December,SABLEFISH FROZEN,JAPAN,12,1407429,EXP Value,USD
2011,December,SABLEFISH FROZEN,JAPAN,12,1084685,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,BAHAMAS,12,12236,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,HAITI,12,63797,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,DOMINICAN REPUBLIC,12,23982,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,CURACO,12,31635,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,COLOMBIA,12,7752,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,BELGIUM,12,125945,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,FRANCE,12,94572,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,GERMANY,12,76102,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,RUSSIAN FEDERATION,12,3314,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,BAHRAIN,12,4457,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,BAHRAIN,12,3450,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,SINGAPORE,12,3120,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,CHINA,12,17501,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,CHINA,12,4810,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,SOUTH KOREA,12,76000,EXP Value,USD
2011,December,SCORPIONFISH (SCORPAENIDAE) FROZEN,JAPAN,12,24446,EXP Value,USD
2011,December,WHITEFISH FILLET FRESH,CANADA,12,165279,IMP Value,USD
2011,December,WHITEFISH FILLET FRESH,CANADA,12,179927,IMP Value,USD
2011,December,WOLFFISH FILLET BLOCKS FROZEN > 4.5KG,CHINA,12,170100,IMP Value,USD
2011,December,WOLFFISH FILLET FROZEN,BRAZIL,12,9191,IMP Value,USD
2011,December,CRAWFISH FRESHWATER FROZEN,JAPAN,12,5714,IMP Value,USD
2011,December,CRAWFISH FRESHWATER PEELED,SPAIN,12,810790,IMP Value,USD
2011,December,CRAWFISH FRESHWATER PEELED,CHINA,12,53616,IMP Value,USD
2011,December,CRAWFISH FRESHWATER PEELED,CHINA,12,996971,IMP Value,USD
2011,December,CRAWFISH FRESHWATER PEELED,JAPAN,12,5404,IMP Value,USD
2012,January,SABLEFISH FRESH NOT > 6.8KG,CANADA,1,10407,IMP Value,USD
2012,January,MONKFISH FRESH,CANADA,1,4641,EXP Value,USD
2012,January,MONKFISH FRESH,CANADA,1,36313,EXP Value,USD
2012,January,MONKFISH FRESH,FRANCE,1,2685,EXP Value,USD
2012,January,MONKFISH FRESH,ITALY,1,4650,EXP Value,USD
2012,January,MONKFISH FRESH,SOUTH KOREA,1,25000,EXP Value,USD
2012,January,MONKFISH FRESH,SOUTH KOREA,1,55000,EXP Value,USD
2012,January,MONKFISH FRESH,JAPAN,1,14851,EXP Value,USD
2012,January,MONKFISH FRESH,JAPAN,1,6040,EXP Value,USD
2012,January,WHITEFISH FRESH,CANADA,1,12767,IMP Value,USD
2012,January,WHITEFISH FRESH,CANADA,1,40340,IMP Value,USD
2012,January,WHITEFISH FRESH,CANADA,1,243581,IMP Value,USD
2012,January,WHITEFISH FRESH,CANADA,1,521687,IMP Value,USD
2012,January,SABLEFISH FRESH,CANADA,1,13846,IMP Value,USD
2012,January,WHITEFISH FROZEN,CANADA,1,14588,IMP Value,USD
2012,January,WHITEFISH FROZEN,CANADA,1,128600,IMP Value,USD
2012,January,MONKFISH FROZEN,GERMANY,1,19950,EXP Value,USD
2012,January,MONKFISH FROZEN,CHINA,1,11156,IMP Value,USD
2012,January,MONKFISH FROZEN,SOUTH KOREA,1,229220,EXP Value,USD
2012,January,MONKFISH FROZEN,SOUTH KOREA,1,258080,EXP Value,USD
2012,January,MONKFISH FROZEN,SOUTH KOREA,1,13782,IMP Value,USD
2012,January,BUTTERFISH FROZEN,GUYANA,1,2143,IMP Value,USD
2012,January,BUTTERFISH FROZEN,ECUADOR,1,141864,IMP Value,USD
2012,January,BUTTERFISH FROZEN,ECUADOR,1,47960,IMP Value,USD
2012,January,BUTTERFISH FROZEN,PERU,1,47868,IMP Value,USD
2012,January,BUTTERFISH FROZEN,CHINA,1,199560,IMP Value,USD
2012,January,BUTTERFISH FROZEN,SOUTH KOREA,1,40855,EXP Value,USD
2012,January,SABLEFISH FROZEN,CANADA,1,129248,EXP Value,USD
2012,January,SABLEFISH FROZEN,CANADA,1,213675,IMP Value,USD
2012,January,SABLEFISH FROZEN,UNITED KINGDOM,1,99000,EXP Value,USD
2012,January,SABLEFISH FROZEN,RUSSIAN FEDERATION,1,246885,EXP Value,USD
2012,January,SABLEFISH FROZEN,SINGAPORE,1,220860,EXP Value,USD
2012,January,SABLEFISH FROZEN,JAPAN,1,206682,EXP Value,USD
2012,January,SABLEFISH FROZEN,JAPAN,1,1793684,EXP Value,USD
2012,January,SABLEFISH FROZEN,JAPAN,1,182239,EXP Value,USD
2012,January,SCORPIONFISH (SCORPAENIDAE) FROZEN,COSTA RICA,1,4475,EXP Value,USD
2012,January,SCORPIONFISH (SCORPAENIDAE) FROZEN,CURACO,1,9076,EXP Value,USD
2012,January,SCORPIONFISH (SCORPAENIDAE) FROZEN,BELGIUM,1,82500,EXP Value,USD
2012,January,SCORPIONFISH (SCORPAENIDAE) FROZEN,FRANCE,1,66005,EXP Value,USD
2012,January,SCORPIONFISH (SCORPAENIDAE) FROZEN,SOUTH KOREA,1,84895,EXP Value,USD
2012,January,SCORPIONFISH (SCORPAENIDAE) FROZEN,JAPAN,1,71061,EXP Value,USD
2012,January,SCORPIONFISH (SCORPAENIDAE) FROZEN,AUSTRALIA,1,14488,EXP Value,USD
2012,January,WHITEFISH MEAT FRESH,CANADA,1,26884,IMP Value,USD
2012,January,WHITEFISH MEAT FRESH,CANADA,1,93818,IMP Value,USD
2012,January,WHITEFISH MEAT FRESH,CANADA,1,104616,IMP Value,USD
2012,January,WOLFFISH FILLET BLOCKS FROZEN > 4.5KG,CHINA,1,156660,IMP Value,USD
2012,January,WOLFFISH FILLET FROZEN,GUYANA,1,3431,IMP Value,USD
2012,January,CRAWFISH FRESHWATER FROZEN,SPAIN,1,278497,IMP Value,USD
2012,January,CRAWFISH FRESHWATER FROZEN,CHINA,1,53900,IMP Value,USD
2012,January,CRAWFISH FRESHWATER FROZEN,CHINA,1,183560,IMP Value,USD
2012,January,CRAWFISH FRESHWATER PEELED,CANADA,1,11678,IMP Value,USD
2012,January,CRAWFISH FRESHWATER PEELED,TURKEY,1,1526868,IMP Value,USD
2012,January,CRAWFISH FRESHWATER PEELED,CHINA,1,290904,IMP Value,USD
2012,January,CRAWFISH FRESHWATER PEELED,CHINA,1,137088,IMP Value,USD
2012,January,CRAWFISH FRESHWATER PEELED,CHINA,1,957247,IMP Value,USD
2012,January,CRAWFISH FRESHWATER PEELED,JAPAN,1,310845,IMP Value,USD
2012,January,CRAWFISH FRESHWATER PEELED,JAPAN,1,10733,IMP Value,USD
2012,February,SABLEFISH FRESH NOT > 6.8KG,CANADA,2,8724,IMP Value,USD
2012,February,SABLEFISH FRESH NOT > 6.8KG,CANADA,2,7186,IMP Value,USD
2012,February,SABLEFISH FRESH NOT > 6.8KG,MEXICO,2,3104,IMP Value,USD
2012,February,SABLEFISH FRESH,JAPAN,2,712435,EXP Value,USD
2012,February,MONKFISH FRESH,CANADA,2,14817,EXP Value,USD
2012,February,MONKFISH FRESH,CANADA,2,34110,EXP Value,USD
2012,February,MONKFISH FRESH,FRANCE,2,3968,EXP Value,USD
2012,February,MONKFISH FRESH,ITALY,2,5457,EXP Value,USD
2012,February,MONKFISH FRESH,SOUTH KOREA,2,348300,EXP Value,USD
